Vehicle,A,A_Ang_X,A_Ang_Z,S1,S1_Ang_Y,S1_Ang_Z,S2,S2_Ang_Y,S2_Ang_Z,B,B_Ang_X,B_Ang_Y,R,R_Ang_X,R_Ang_Z,BU,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW_mass_swr
RV,409.7269,48.00004,14.29656,719.5084,10.55448,3.5441,639.5175,1.41204,0.60468,364.3209,19.0508,10.04652,580.0896,1.66974,8.0192,143.5935,9.980927257,11.05204762,12.7250898,24.70678687,4.769354632,1.654805833,2.308465192,2.105876678,2.132504922,6.109988283,8.374661767,12.90865339,4422.79
Small,358.67,22.14966,8.32464,548.35,6.3178,2.828,862.4448,9.5448,2.76192,325.9536,22.24164,10.65088,558.3348,2.4915,2.25492,149.475,3.194856368,4.118531693,5.445574105,5.65896382,6.333493139,7.568327379,7.398046791,6.947205381,2.457225195,4.934560873,11.3883087,10.32545386,4127.0425
Small,357.068,22.0752,8.19836,550.33,6.17644,2.82408,855.8784,9.73298,2.76416,326.019,22.0533,10.6,555.9354,2.5105,2.30184,148.8,3.217366679,4.198544067,5.565052815,5.64424227,6.070996556,7.564399861,7.250804112,6.434211934,2.47052056,4.799092501,10.75131672,11.29955328,3792.845
RV,405.0057,47.82976,14.36472,720.1528,10.6037,3.4965,641.775,1.37452,0.61008,369.2387,19.39612,9.89406,576.4608,1.67824,8.0752,146.044,9.543770502,11.13907162,13.57165156,23.82006345,4.81097631,1.717055582,2.20992639,2.117265392,2.172800887,6.32286879,8.702994037,13.09135273,4269.525
Mid,486.261,29.70656,11.569,516.6645,9.92936,5.9628,651.8806,5.32014,1.67348,339.0678,25.61262,13.3569,613.032,2.71026,6.7932,155.2824,21.56588293,8.343209233,10.0351446,11.37464352,6.53206679,6.693281617,8.101952508,7.673135464,1.971761873,10.89141135,11.95164499,23.5330143,7006.956
RV,670,32,11.7,395,0.9,0.7,757,6.2,1.6,309,19.3,10,553,1.5,7.2,142,3.7144265,2.8938532,2.8740512,3.8477853,4.4649325,6.5276659,8.2137895,4.547935,2.4800768,4.1303448,4.4965892,8.2081278,3561
RV,473.4021,34.27878,13.06594,495.5314,9.494,3.6778,811.4304,0.2006,0.197,472.3659,19.84448,4.05326,565.896,2.346,4.97546,170.0766,5.952506799,5.995415644,6.21718381,8.309900202,7.784184563,13.11690585,14.31872634,3.601440752,2.758472496,3.751316048,4.085271054,9.614951257,2977.52
Mid,467.6104,29.20596,11.5147,527.184,9.908,5.7969,983.7971,6.79926,2.2352,339.626,22.92748,12.12924,610.203,1.91786,2.41536,165.4469,5.6177785,5.08918191,7.048814721,7.602932699,5.737739421,7.915788541,9.881219994,5.985121161,2.09788266,8.362076833,11.42720839,14.83576612,6127.236
Mid,468.5072,27.14244,11.187,580.4348,8.6496,4.98624,680.8638,7.878,3.2032,316.8308,25.6326,11.0968,600.8197,2.61612,6.23472,148.9106,2.718456706,2.213623799,5.604536759,4.917940037,5.246959321,4.000124227,4.773872614,6.078441232,1.652877413,5.47789564,8.776741445,11.70819075,2657.648
RV,480.5298,32.25792,11.77876,527.4659,9.18528,4.63864,587.2356,3.549,0.90342,357.264,21.08274,6.84342,585.3174,2.59688,5.3946,149.5504,5.008355425,3.18336594,4.767775145,3.575857659,2.440589359,2.93547375,4.568118553,3.96932649,4.482798311,4.163519021,5.209165888,7.193692884,3005.104
Small,502.3026,26.95098,9.79902,543.618,8.23872,4.27644,588.159,5.38904,1.86504,340.3998,21.78708,9.72972,567.6166,2.39232,3.6815,148.4588,4.05097034,2.866671725,6.227318443,4.008352877,4.280167036,5.66498399,5.158579723,5.010556929,6.464186418,4.339305488,5.511240688,11.9446109,4174.6815
Small,298.74,24,8.5221,586.5776,7.66384,3.4769,511.1887,4.9294,0.4927,322.752,21.26366,7.87956,563.2485,2.85208,4.62944,173.4104,7.02750279,5.083732291,4.963484585,5.976097278,5.283901217,4.855512688,19.43066577,8.056485742,3.428719965,8.248990216,10.8594397,17.02573212,4142.144
Small,300.699,23.65656,8.33,579.0246,7.73984,3.4776,746.5995,6.972,1.006,319.0054,21.03712,7.56448,557.442,2.77984,4.536,171.547,5.58803455,5.004772229,5.421227464,5.44876079,5.319152939,5.263220092,7.21476719,8.883083035,2.749572093,8.538965721,9.037968881,11.07057157,3983.913
Small,519.8304,24.855,8.23536,539.659,7.26768,3.28614,721.8772,7.38076,2.38224,314.3768,20.3322,10.2714,585.1491,2.65518,5.44212,152.2835,3.164063079,2.610249992,4.704201082,4.292727024,4.342255491,4.471989433,5.644050672,5.837499306,0.447052942,4.767610204,7.150871121,12.87842724,3876.4045
RV,461.9924,32.06588,10.8724,522.7385,8.07536,3.87036,874.263,4.09754,0.0992,321.696,20.3895,9.1656,572.0259,0.4924,9.42144,167.334,6.442658215,4.342887053,4.714012874,4.721021108,3.227607558,3.470186787,4.790647718,5.090799024,1.933526447,3.74484908,5.867491909,8.367817668,4024.417
Mid,508.9895,29.95382,12.18954,540.54,9.09696,5.6224,945.8932,10.146,3.39252,347.478,25.1379,13.68082,607.0302,1.28466,7.90632,152.7752,0.547228515,0.438974132,0.403801375,6.709555418,6.517533456,6.160538695,4.645662149,5.378703003,1.983209924,3.679088468,6.010520475,8.503074804,5494.65
Mid,479.2368,26.0548,11.72626,560.314,7.25348,4.22776,645.4515,5.83392,2.22288,343.026,25.61878,9.956,603.84,2.9442,5.7456,164.141,6.073720258,6.332357503,10.38006569,4.846033332,6.6640489,5.3941154,8.764991998,6.590333641,2.105271947,7.475160699,12.7903575,19.24169279,5212.251
RV,474.8151,35.2839,12.99258,494.3952,9.4752,3.68446,810.288,0.19916,0.20136,468.8334,20.22828,4.04014,566.181,2.33818,4.96664,171.171,5.711112201,6.076924316,6.269183257,7.77930736,7.970883067,12.71410834,13.69984229,3.585857595,2.639479565,3.909687987,4.390109987,9.988626493,2858.128
RV,477.5724,31.65562,11.83304,524.6622,9.05096,4.51352,592.2336,3.465,0.89604,357.732,21.17646,6.87654,581.127,2.6442,5.45724,151.453,5.015523872,3.252107004,4.662888652,3.692289137,2.509442258,2.902857375,4.200039936,4.039324987,4.743665594,4.042926177,5.140797229,7.351559461,3159.054
Mid,516.2496,28.9,10.70428,509.847,7.34256,3.8152,696.8735,4.988,0.8056,320.8,24.17724,13.1868,584.631,1.7187,10.0697,170.4176,2.129801308,1.690924845,4.480745168,3.212439071,3.392811618,3.430010549,6.364743514,3.96637668,1.524044805,7.373370363,8.025542375,10.1819742,4185.51
Small,503.6724,23.89736,8.11782,703.3664,3.1031,2.10672,592.537,18.7248,5.79536,300.0068,17.01396,5.01738,561.3492,2.0853,3.42176,142.0994,3.182540148,2.614940935,5.568446004,4.047675019,4.157848762,10.13463838,6.212289213,8.44634872,3.031406049,5.927162115,7.260337085,6.607421143,4168.29
Small,357.3528,22.14528,8.2656,555.005,6.10576,2.80784,870.1344,9.86296,2.79664,325.5285,22.12338,10.45372,563.3568,2.519,2.27746,150.735,3.34921279,4.143798758,5.29954457,5.76790329,6.348754568,7.898238899,6.981457748,6.779560464,2.477772578,4.89693077,11.10027754,11.02355845,4057.83
Small,539.0406,28.8724,10.4076,505.7832,7.4565,3.5856,632.7668,3.81216,0.9099,345.058,20.9805,8.24756,548.8902,1.20768,6.75784,160.88,2.007748653,3.057881565,2.153041939,2.082349214,3.316110872,2.99405458,3.664391562,3.62397336,0.600342071,3.567325451,4.458131658,7.510723965,3621.015
Small,302.3846,24.4374,8.6598,580.6514,7.60456,3.521,758.6475,6.9902,1.0074,321.678,21.008,7.56448,552.42,2.8308,4.545,171.479,5.957162848,5.017252958,5.201022867,5.30236028,5.009397971,5.211263329,7.458334778,9.029412891,3.021348935,8.75028356,9.093902675,10.66703994,4293.063
RV,470.1474,32.3785,10.8372,521.7971,8.06716,3.9546,867.912,4.07212,0.10048,317.408,20.29842,8.9226,570.8226,0.5018,9.65376,166.4489,6.27386885,4.204884865,5.054755355,5.179974815,3.291830361,3.41538506,4.960228168,4.766794457,1.792501486,4.022172463,5.46615094,8.095626458,4397.009
Small,359.1684,22.09272,8.18032,555.17,6.29424,2.77088,871.1712,9.5254,2.81512,328.635,22.04454,10.55972,563.0778,2.5115,2.27286,149.31,3.263995182,4.286978797,5.219892097,5.65896382,6.013003125,7.580109933,6.862945348,6.957264076,2.396791718,4.876861381,11.05596506,11.23461332,3951.045
Mid,480.3792,26.1449,11.97378,558.909,7.4518,4.3817,638.808,5.9531,2.21056,344.2914,25.59854,9.994,598.5,2.9604,5.62818,163.9291,5.929107871,6.044662189,10.73288565,4.94771571,6.44793502,5.580212381,9.036634312,7.079393169,2.187936883,7.301907336,13.1343213,19.30917368,5263.3515
Small,519.7266,25.025,8.52936,543.692,7.1496,3.32772,712.9022,7.42368,2.38848,317.0772,20.31984,10.353,595.728,2.68434,5.50692,152.4043,3.399944389,2.711463767,4.503398254,4.542381246,4.369226022,4.767947045,5.494808948,5.483627033,0.450092528,4.905207055,7.119855295,12.25658141,3629.95
Mid,516.187,29.93184,10.91744,547.0785,7.0742,3.56832,948.2808,8.82,2.988,337.3728,22.55018,11.75044,549.5126,1.59808,7.0742,154.3025,7.29245359,5.358340309,5.483626926,5.729085803,4.10838966,7.126399517,5.737687626,7.002180542,1.842682926,5.08421329,7.065823714,13.33177672,2607.82
RV,673.216,31.4624,11.6766,393.6175,0.90594,0.70042,761.2392,6.22852,1.60192,309.1545,19.63196,9.82,554.0507,1.5081,7.26912,141.1196,3.627137477,2.770864439,2.843873662,3.709265029,4.400190979,6.651691552,7.856489657,4.663907343,2.560679296,4.153061696,4.507830673,8.532348848,3724.806
RV,447.6416,31.58212,11.85444,546.1494,9.5703,4.23722,606.6249,1.4859,0.1012,378.0375,21.5086,8.33776,586.229,2.70648,3.45032,158.4582,5.549005641,4.765526776,4.729368715,4.067510994,4.685554325,6.813005357,4.850893812,6.180343961,6.859244221,6.51719671,7.942285437,13.50465152,5692.1315
Mid,541.5228,26.41572,10.41664,523.9486,9.5418,5.78492,548.0246,5.82684,2.25952,353.6442,25.18688,12.25368,600.9402,2.4665,4.3164,168.2688,4.475957208,3.859338074,6.899952954,6.11919082,6.900351568,5.752909754,6.731111322,8.083714513,6.932622729,9.971445517,11.49922174,13.46847029,5294.718
Small,505.509,26.23008,9.8901,538.596,8.33112,4.2672,583.011,5.36254,1.92546,335.4988,22.56408,10.00494,565.815,2.44128,3.69926,147.0084,3.977562199,2.915997048,6.374395813,4.286535096,4.202308565,6.070471349,5.422385572,4.882081111,6.584512536,4.343863582,5.463243203,11.66614031,4115.826
RV,467.2116,32.39764,10.8702,520.1235,8.23116,3.89142,862.17,4.08606,0.09814,321.6,20.87388,8.91,573.3438,0.5008,9.55584,165.9813,6.557307595,4.223703345,5.101331665,5.1948598,3.319824917,3.539130895,5.025067752,4.720157436,1.946515588,4.0910116,5.584857424,8.586395459,4087.927
Mid,511,33.4,12.9,535,9.3,5,952,11.5,4.4,373,23.4,10.8,611,1.7,7.3,146,3.735897,4.2829287,4.0240071,3.6780258,4.0141759,4.0502182,4.3895417,3.733167,3.6526847,5.9513425,6.1302791,8.2351104,4247
RV,502.5086,31.12032,10.9648,474.0008,7.545,3.35648,626.4928,0.5043,0.5922,356.5488,19.188,8.54952,560.7195,0.6951,7.6035,176.68,5.696276456,5.25721768,5.398927908,6.046277576,5.78104599,6.98164608,8.554736744,6.832578318,3.562161636,4.750293217,9.218460562,12.27007074,5894.69
RV,469.7746,32.0914,11.1518,519.4959,8.33448,3.86802,878.7,4.07212,0.10114,319.776,20.83662,9.0378,578.2143,0.5078,9.52704,166.332,6.25476062,4.119156233,5.003276275,4.790484371,3.16832497,3.701768279,4.738277285,4.972979181,1.876930903,3.91793034,5.536809561,8.376065887,4075.225
RV,488.334,34.9761,12.34792,529.894,8.54862,3.64392,624.8612,0.90954,0.19772,385.3434,21.816,9.10546,599.7787,1.7928,5.37208,151.1336,4.943881225,3.037168179,4.152037045,3.5581522,2.541250642,3.674203283,3.967541241,4.205626681,2.999874922,3.781916626,7.56617605,11.61161403,2977.4315
RV,451.8976,31.2744,11.64384,546.4752,9.4012,4.33956,604.128,1.4709,0.10158,372.7875,21.8354,8.21476,576.352,2.74698,3.417,157.5102,5.351902332,4.581329012,4.650391045,4.209570957,4.575279511,6.85216056,4.782017023,6.068242256,6.522333322,6.473519949,7.365492611,12.88661976,6025.3875
Mid,547.4196,26.26844,10.50816,529.9976,9.5247,5.71996,546.7573,6.0003,2.3138,359.499,24.74048,12.23136,597.2388,2.507,4.31816,169.4952,4.180839151,3.706205122,7.194095787,5.993233326,6.820478349,5.351349402,6.86762372,8.052060222,7.044721732,10.25289761,11.21359775,13.62303803,5341.05
RV,605.346,39.992,11.8608,459.296,2.29034,1.56992,611.2722,1.773,0.19972,328.4592,16.58978,10.52452,542.602,1.17648,10.6995,163.1956,5.230285204,4.883169056,6.80275811,5.601370417,4.016536742,7.365203337,9.941468461,7.710142402,4.041709726,5.581101198,#VALUE!,10.49041758,5208.867
RV,468.4095,34.4114,13.2441,493.8518,9.47708,3.67484,823.6704,0.20048,0.19676,474.3912,19.9172,4.11312,565.725,2.3092,4.99114,170.145,5.773590803,6.318431492,6.766427963,8.34255207,7.734652307,13.17537645,14.76179105,3.381545091,2.809855807,3.898239413,4.220516496,9.418532223,2907.632
RV,465.2544,32.0595,10.934,520.2804,8.25904,3.9195,873.393,4.11312,0.09804,319.648,20.82834,9.1656,572.7708,0.497,9.5712,165.33,6.15285006,3.97697216,5.054755355,4.859947635,3.456504216,3.627520778,5.027561582,4.690702476,1.770234386,4.124447753,5.907060737,8.116247004,4138.735
Small,505.9098,26.50242,9.77922,542.7,8.56296,4.26384,580.8465,5.27244,1.8734,336.4114,22.6218,10.06236,560.8043,2.43024,3.69704,149.1544,3.915744816,2.814444912,6.042689403,4.067361227,4.200259658,5.673863275,5.122012575,5.204530224,6.838534339,4.476048308,5.90933748,12.00978487,4192.947
RV,488.971,35.0796,12.35288,532.968,8.72784,3.6288,616.5264,0.88308,0.19704,387.3662,21.2976,9.16916,596.604,1.78128,5.32968,151.3008,5.25092227,3.180344612,4.005153821,3.576324581,2.737233982,3.691842281,3.60168579,3.969008742,3.058352016,3.518572335,7.644331336,11.38545241,2766.075
Small,536.463,28.8376,10.6386,508.5717,7.5585,3.6144,631.1893,3.87144,0.89208,343.2401,21.4065,8.34924,552.3489,1.1796,6.80544,160.048,2.08616848,2.870540995,2.279756849,2.044819748,3.320937816,3.139993618,3.878019431,3.533696444,0.6104139,3.576693428,4.495071123,8.010405962,3595.794
RV,477,31.7,11.8,529,9.2,4.6,588,3.5,0.9,360,21.3,6.9,582,2.6,5.4,151,4.7789651,3.273384,4.5602823,3.5282266,2.4590321,2.965125,4.3818883,4.1175586,4.576619,4.087893,5.2591276,7.1757535,3079
RV,474.3441,34.96282,13.27292,495.6796,9.36052,3.69038,817.4688,0.20248,0.19672,472.6014,20.3818,4.17954,564.471,2.32668,4.94802,169.632,5.398719191,6.001453324,6.779427824,8.481322505,7.506041894,13.59116742,13.97412045,3.601440752,2.689510684,3.875342265,4.173287929,9.169415399,2957.136
Small,298.592,24.37474,8.6241,579.8961,7.56656,3.4678,746.4489,6.8768,1.0108,324.576,21.05376,7.7924,553.0896,2.78432,4.5603,170.34,5.599392343,5.052198998,5.214130284,5.525953786,5.215054958,5.133328184,7.65761735,8.753968456,2.902807972,8.784784431,9.587984522,10.2210313,4321.917
Small,300,24,8.5,581,7.6,3.5,509,4.9,0.5,320,20.9,7.8,565,2.8,4.6,172,6.6928598,4.9816093,5.1381828,5.8133242,5.0515308,5.000528,20.1877047,8.387804,3.2685605,7.9051176,10.5329192,17.1716915,4244
Small,508.4794,23.76992,7.95744,708.8576,3.1248,2.12058,585.457,18.894,5.85568,304.265,16.63988,5.15202,564.564,2.14074,3.44352,141.3894,3.000280139,2.759772522,5.292435446,4.002765938,4.237352847,9.954910804,5.73997473,8.781590396,3.102013333,6.015718376,7.210826749,6.624182739,4105.7225
RV,467.6559,34.2369,13.27816,495.482,9.40564,3.71036,822.12,0.19912,0.19652,467.8443,20.402,4.1287,572.28,2.28574,4.91078,172.1457,5.756551184,6.330506851,6.597429762,8.085418615,7.304102695,13.11040911,13.57325237,3.59970929,2.685454106,3.924952752,4.267745063,9.509555678,3029.936
Mid,513.338,30.07776,11.09402,551.5803,6.9594,3.63384,948.5637,8.856,2.9844,338.4576,23.12222,11.64424,549.014,1.56864,7.0392,154.4885,7.39169565,5.540165738,5.439470896,5.866359741,3.854636181,6.716123009,5.86493473,7.047400784,1.808035746,5.411804353,7.048992309,12.81701114,2461.937
Small,540.9738,28.8434,10.5756,501.93,7.5765,3.64176,636.3004,3.83116,0.89658,341.3193,21.60246,8.20164,549.3843,1.2144,6.82312,160.144,1.957479533,2.882627483,2.288649124,2.132745925,3.108552258,3.000199381,3.858773677,3.627658132,0.633609628,3.601050167,4.578184919,7.979417931,3768.738
RV,405.4127,47.09188,14.36188,711.0596,10.63152,3.5658,647.9025,1.38348,0.58908,369.9727,19.15556,10.00098,577.152,1.72278,7.9504,145.087,10.26090405,11.05784922,12.77175069,23.99012,4.715491284,1.808701046,2.235391473,2.077922563,2.015858705,6.6723741,8.878104581,12.49285489,4311.1255
RV,464.8605,31.0378,11.73276,528.9982,9.0988,4.25292,621.8126,0.5087,0.1008,373.556,21.1689,8.0757,584.619,2.5636,3.40816,159.616,5.179457777,4.567145325,5.011274924,4.493502443,3.797341528,4.100599066,5.533211815,7.872808953,3.958662746,6.111944807,10.7991088,12.42221618,5768.2575
RV,350.2113,26.3526,9.34548,550.1179,7.56294,2.75352,907.2064,0.30576,0.09874,419.9054,19.19436,5.43564,615.7944,0.89226,8.25186,168.7056,10.80399665,10.45463425,10.82864727,13.43579722,13.12546063,20.02065131,13.2521053,3.908207207,4.152737804,6.432284176,9.254154739,13.70612523,6864.719
Mid,513.1308,30.07168,11.00464,543.51,7.0784,3.55896,950.8269,9.1044,3,336.6609,22.4503,11.71504,557.1578,1.62336,6.9342,154.3955,7.362290596,5.65587283,5.505704941,5.412515291,4.166793239,6.788524746,5.633576358,6.814342614,1.741476689,5.008212164,6.574346695,12.51727423,2616.857
RV,491.617,34.5069,12.60832,532.491,8.78178,3.53808,627.3492,0.90702,0.19808,385.7324,21.59568,9.07998,594.208,1.764,5.27562,152.8512,5.040156807,3.195576148,4.323745602,3.623572771,2.679745536,3.61775849,3.827265058,3.999871951,2.926778555,3.641100582,7.681548139,12.18296972,2933.458
RV,450.1504,31.72656,11.80764,540.828,9.557,4.28194,604.5543,1.4889,0.09924,374.2125,21.3624,8.20656,575.771,2.7243,3.37552,156.499,5.376540246,4.503399189,4.71543148,4.37252209,4.615788626,6.349668786,4.973888077,5.876489341,6.371868261,6.061710487,7.70321999,13.34028137,6147.383
Small,300.9699,24.0036,8.6292,575.5386,7.63192,3.5259,751.3434,7.1064,0.9926,324.0286,20.43808,7.70462,560.2878,2.8448,4.5828,168.759,5.755562008,4.837530464,5.245588083,5.134665151,4.902761015,5.286600635,7.532143138,8.267636875,2.872449921,9.013352706,9.168481067,10.81039986,4323.978
Mid,518,30.4,10.9,549,7,3.6,943,9,3,339,22.7,11.8,554,1.6,7,155,7.3512637,5.5098615,5.5195037,5.6030179,4.027833,6.8954035,5.7839593,6.9569603,1.8235358,5.241457,6.7325619,13.0320398,2582
Small,301.3913,24.50488,8.4337,580.4771,7.55288,3.4538,756.765,6.8936,1.0186,319.0376,20.80416,7.7231,552.5316,2.83304,4.4397,169.847,5.934447261,5.00976452,5.311125166,5.472717237,4.953540518,5.278807121,7.314408476,8.379536177,2.808842575,8.564841375,9.713835558,10.64049181,4119.939
Small,532.1645,29.32768,10.72932,515.6558,7.15838,3.4538,668.4676,8.48736,3.0426,343.8985,21.56838,8.36308,546.7491,1.30312,6.6708,154.9704,2.295673661,2.595688005,2.138672459,1.97527935,2.169581431,3.504824778,5.260327011,2.516881986,0.719974993,5.064253406,6.77117821,11.51332826,3471.104
RV,490.245,34.3137,12.19416,526.078,8.60256,3.61224,622.1866,0.88578,0.19796,388.3387,21.86784,9.1819,595.5857,1.79208,5.21944,151.4224,5.193677329,3.131603699,4.191343823,3.587228009,2.737233982,3.430785111,3.736275101,4.032792708,2.950169392,3.522229895,7.558732689,12.20677621,2797.282
RV,452.0768,31.36232,11.7585,540.4479,9.3328,4.23894,604.7979,1.4925,0.0999,375.15,21.8784,8.14916,581.3486,2.64708,3.33948,156.4674,5.242400494,4.786780365,4.524955922,4.115560687,4.30071773,6.600914673,5.106721883,5.852888982,6.512520384,6.451681568,7.820855369,12.55787946,6108.7015
Small,358.314,22.00512,8.06224,546.92,6.24216,2.75072,864.6912,9.54674,2.82072,329.7141,21.61092,10.74628,555.9354,2.4635,2.27562,151.275,3.202895765,4.232233488,5.488055424,5.76495898,6.342649996,7.815761019,7.390864221,6.564974969,2.359322962,5.042433836,11.25537124,11.24002499,3970.82
RV,634.5967,39.36288,12.59776,460.1488,2.33588,1.4826,671.943,1.9864,0.404,361.692,16.43614,9.0396,591.8134,0.80112,12.7232,140.1676,2.761147475,2.651942021,2.413099343,4.222337868,2.777949989,9.212615489,10.9288478,4.524237033,2.601096102,4.749337916,5.809573842,12.81981609,3760.984
Mid,513.9968,28.76128,10.73852,505.257,7.22448,3.8456,689.1343,4.944,0.80384,319.552,23.74226,13.09176,592.183,1.67076,10.21918,170.4004,2.059349865,1.697879805,4.139048055,3.356650733,3.316307042,3.140634063,5.950927099,4.06286721,1.59933563,7.112677861,7.902984831,9.524756213,3966.06
RV,627.9081,39.76374,12.55168,467.944,2.29402,1.5291,666.918,2.0068,0.4024,359.64,16.37936,8.8272,586.7065,0.7992,13.0432,138.2911,2.935352363,2.48285847,2.457475424,4.199603793,2.793328675,9.307404772,10.20376078,4.286470155,2.623428745,4.744484223,6.110986116,11.68991329,3568.065
Mid,542.724,26.0896,10.37296,521.5816,9.4468,5.76172,546.3716,6.0003,2.2563,357.2499,24.83472,12.60584,599.5074,2.537,4.334,169.2936,4.221471347,4.064807605,7.09132299,5.635865552,6.768387119,5.574438486,7.077642794,7.984794854,6.936125823,9.875952843,11.52778414,13.86894124,5063.058
RV,608.0865,39.744,11.8752,462.3981,2.31012,1.5776,607.7574,1.78668,0.1966,329.1152,16.61316,10.51168,545.0545,1.2156,10.6092,161.37,5.495143636,4.826186363,7.038514167,5.729688663,4.335046865,7.645526509,9.845600877,7.698329109,4.018154351,5.342352531,#VALUE!,10.67418366,5668.632
RV,466,31.9,11,523,8.2,3.9,870,4.1,0.1,320,20.7,9,573,0.5,9.6,167,6.36941,4.1818845,4.9027695,4.9616617,3.2934771,3.5355953,4.9876603,4.9091601,1.8555916,3.933665,5.6526897,8.2482185,4234
RV,353.6001,25.80556,9.4188,549.735,7.85246,2.80616,918.29,0.30336,0.09984,421.7157,19.3806,5.33304,611.1432,0.89712,8.18546,166.656,10.49281535,9.965911585,10.61745961,13.41016861,12.28195489,20.19382369,13.49520292,3.632114287,4.05558565,6.725273036,9.028443648,12.46785675,6476.15
RV,629.1701,40.03884,12.70528,468.1296,2.29402,1.4943,667.521,1.9712,0.39224,356.904,16.86366,8.955,592.4591,0.7872,12.59264,138.1521,2.823570893,2.608717655,2.499452798,4.162402578,2.784940301,9.050119577,10.82376273,4.50868219,2.56299924,4.962900377,5.983920158,12.28845639,3642.985
Mid,542.4052,30.67112,9.868,721.084,2.91914,3.0522,504.6599,11.88496,2.41968,286.0992,24.0912,11.55726,612.4483,3.29274,6.9966,151.395,2.313341751,1.691854108,2.016819436,1.902103664,2.262499409,2.736498195,2.735883367,1.536280419,2.437074244,4.527530251,3.426308267,5.678576115,2398.459
Small,497.1423,26.7267,9.8703,538.056,8.3412,4.20588,588.978,5.35936,1.93458,339.1154,22.2666,10.08018,561.0858,2.39808,3.62674,146.5496,3.776655706,2.799937464,6.430723316,4.198022572,4.093716486,5.641305896,4.986191742,5.22216416,6.437447281,4.651534927,5.426539243,12.02755959,4040.7345
RV,352.2234,25.94232,9.588,543.2257,7.8463,2.77928,908.214,0.30432,0.10154,417.0847,19.44268,5.32332,612.8568,0.89676,8.18712,166.32,11.32809149,10.26821426,10.7441722,12.48113161,13.20214297,19.81861687,13.50177312,3.676886112,3.981171235,6.974481952,9.143602368,13.38509266,6997.6505
RV,406.9186,47.81084,14.4698,720.3676,10.66576,3.458,648.5475,1.4168,0.59292,368.835,19.29136,9.71586,577.728,1.7272,8.1424,143.6515,9.504475513,11.510374,13.25835705,23.13983726,4.965221352,1.679878649,2.265285267,2.12244208,2.110236099,6.065505789,8.987548671,12.48025493,4173.187
Mid,543.816,25.9318,10.22528,529.9976,9.3784,5.79188,548.1899,5.85162,2.26044,355.6077,24.80992,12.32312,599.388,2.524,4.35336,168.8904,4.084605002,4.068684388,7.264973578,6.110403088,6.747550627,5.830990933,6.654104328,8.079757727,6.736449474,10.0518604,11.77913324,13.81273479,5196.906
RV,354.5532,26.2474,9.58424,548.8598,7.68306,2.81288,907.3896,0.29982,0.10014,420.7474,19.05468,5.4432,606.3084,0.91728,8.32988,166.9248,10.47643738,9.608186751,10.98175832,12.51957452,12.14776079,18.97199634,13.01557789,3.874628338,4.045250315,6.563624009,8.940923021,13.27371401,6476.15
Mid,485,29.04944,11.3827,518.7405,9.85096,5.9808,662.1454,5.3053,1.67144,341.6781,25.9056,13.7349,618.9975,2.7027,6.79592,154.5492,21.54457277,8.506966234,10.28756867,10.77394772,6.725418545,6.52722692,8.162991828,7.9055333,1.876927635,10.96830483,12.07834087,25.25611775,7352.268
RV,353.9531,26.04752,9.44324,542.8428,7.7924,2.76024,919.7556,0.30324,0.09988,419.8633,19.76084,5.45508,611.6328,0.91026,8.3747,168.5208,10.47643738,10.55036343,10.90784264,12.2825099,12.74843912,20.04951338,13.49520292,3.620921331,4.237487555,6.944172759,9.13438967,12.9723365,6629.5325
Small,534.1975,29.96112,10.42404,512.347,7.44454,3.4426,667.5992,8.40504,3.0294,344.0349,21.14238,8.14728,553.7763,1.30156,6.8476,156.4056,2.110042632,2.619119491,2.112514528,2.094017487,1.982369227,3.452913852,5.342562451,2.478309082,0.6939518,5.082526485,6.929126586,11.20776672,3444.224
RV,485.688,33.9411,12.56616,533.18,8.78178,3.58416,621.4402,0.8973,0.19712,389.6224,21.43584,9.2183,601.2163,1.80756,5.38692,150.556,5.464289775,3.041737639,4.274094935,3.73987601,2.522958864,3.580716594,3.677510754,3.995756857,2.931164337,3.600867426,7.07119257,11.6294689,2780.26
Mid,543.8274,29.99464,9.914,723.9232,2.89768,3.0594,507.3761,11.79764,2.43984,290.6496,24.312,11.47068,611.774,3.23928,6.9897,149.325,2.218689678,1.700377303,1.897086116,1.905061834,2.148341582,2.505410323,2.705499341,1.572043262,2.417136678,4.40351813,3.76211521,5.696442637,2478.491
Mid,481.1685,30.0144,11.27,513.81,9.65496,5.898,655.8286,5.27032,1.70306,337.4745,25.65888,13.5081,611.31,2.65896,6.89928,155.1108,21.98143107,8.700115516,9.849690179,10.63066248,6.57395967,6.693281617,8.321694062,7.677142323,1.876927635,11.44614284,11.87321421,23.25587179,6895.449
Small,303.1973,23.94094,8.4218,582.6849,7.4708,3.4748,748.9338,7.1064,1.0136,321.7424,21.13696,7.62916,562.2408,2.85264,4.4505,169.116,5.42334654,4.785111403,5.290153299,5.262432869,4.841825611,4.935892485,7.52845272,8.293459791,3.008338342,8.616592682,9.611290269,10.36970085,4179.708
